countryname,yr,gdp,forest_area,lag_pop,lag_forest_area,lag_x_6798_7246,lag_x_237_5910,lag_x_257_5910,lag_x_1603_5516,lag_x_1604_5516,lag_x_1626_5516,lag_x_1633_5516,lag_x_1634_5516,Country.Code,IncomeGroup,Sub.Regions,delta_forest_area,forest_change,abs_forest_change
Burkina Faso,2016,10867024152,52902.00195,18110624,53500,493.715,64.75324675,1.688311688,0,73000,1098000,5200,0,BFA,Low income,Sub-Saharan Africa,-0.011177534,-597.99805,597.99805
Burkina Faso,2017,10936467093,52348.54036,18654550.93,52902.00195,667.4414023,64.75324675,1.688311688,0,73000,1098000,5200,0,BFA,Low income,Sub-Saharan Africa,-0.010462016,-553.4615908,553.4615908
Burkina Faso,2018,11006353792,51797.26516,19214813.93,52348.54036,902.297936,64.75324675,1.688311688,0,73000,1098000,5200,0,BFA,Low income,Sub-Saharan Africa,-0.010530861,-551.2752021,551.2752021
Burkina Faso,2019,11076687083,51191.24705,19791903.64,51797.26516,1219.79482,64.75324675,1.688311688,0,73000,1098000,5200,0,BFA,Low income,Sub-Saharan Africa,-0.011699809,-606.0181091,606.0181091
Burkina Faso,2020,11035995124,50691.1273,19978598.91,51191.24705,1566.560641,64.75324675,1.266233766,0,62050,933300,4420,0,BFA,Low income,Sub-Saharan Africa,-0.009769634,-500.1197477,500.1197477
Burkina Faso,2021,11106517831,50232.44488,20788613.81,50691.1273,2162.380722,64.75324675,1.485714286,0,65700,988200,4680,0,BFA,Low income,Sub-Saharan Africa,-0.009048574,-458.6824165,458.6824165
Burundi,1991,1167398478,2798.999939,5438957,2890,3132.3235,0,0,0,123000,318000,10333.33333,0,BDI,Low income,Sub-Saharan Africa,-0.03148791,-91.000061,91.000061
Burundi,1992,1083037671,2707.999878,5564926,2798.999939,3132.3235,0,0,0,123000,318000,13276.59574,0,BDI,Low income,Sub-Saharan Africa,-0.032511634,-91.000061,91.000061
Burundi,1993,938632612,2617.000122,5685565,2707.999878,3132.3235,0,0,0,123000,318000,14961.03896,0,BDI,Low income,Sub-Saharan Africa,-0.033604047,-90.999756,90.999756
Burundi,1994,925030590.2,2526.000061,5798053,2617.000122,3132.3235,0,0,0,123000,318000,9000,0,BDI,Low income,Sub-Saharan Africa,-0.034772662,-91.000061,91.000061
Burundi,1995,1000428394,2435,5898967,2526.000061,3132.3235,0,0,0,123000,318000,12000,0,BDI,Low income,Sub-Saharan Africa,-0.03602536,-91.000061,91.000061
Burundi,1996,869033856.3,2343.999939,5987043,2435,3132.3235,0,1160,0,131000,359000,22000,0,BDI,Low income,Sub-Saharan Africa,-0.037371688,-91.000061,91.000061
Burundi,1997,972896267.9,2253.000031,6060111,2343.999939,3833.5261,0,1433,0,131000,359000,26000,0,BDI,Low income,Sub-Saharan Africa,-0.038822487,-90.999908,90.999908
Burundi,1998,893770806.1,2161.999969,6122130,2253.000031,3472.5848,0,201,0,131000,359000,26000,0,BDI,Low income,Sub-Saharan Africa,-0.040390617,-91.000062,91.000062
Burundi,1999,808077223.4,2071.000061,6185562,2161.999969,2874.3646,0,72,0,131000,359000,26000,0,BDI,Low income,Sub-Saharan Africa,-0.042090615,-90.999908,90.999908
Burundi,2000,870486065.9,1980,6267124,2071.000061,3678.3244,0,127,0,131000,359000,63000,0,BDI,Low income,Sub-Saharan Africa,-0.043940154,-91.000061,91.000061
Burundi,2001,876794723.1,1946.000061,6378871,1980,3219.3666,0,36,0,147000,4.00E+05,65000,0,BDI,Low income,Sub-Saharan Africa,-0.017171686,-33.999939,33.999939
Burundi,2002,825394490.2,1911.999969,6525545,1946.000061,4010.8938,0,5,0,147000,4.00E+05,65000,0,BDI,Low income,Sub-Saharan Africa,-0.017471784,-34.000092,34.000092
Burundi,2003,784654423.6,1878.000031,6704113,1911.999969,4647.5702,0,126,0,147000,4.00E+05,65000,0,BDI,Low income,Sub-Saharan Africa,-0.017782395,-33.999938,33.999938
Burundi,2004,915257323.4,1843.999939,6909154,1878.000031,5336.4086,0,22,0,162000,441000,65000,0,BDI,Low income,Sub-Saharan Africa,-0.018104415,-34.000092,34.000092
Burundi,2005,1117113046,1810,7131693,1843.999939,4409.0854,0,22,0,162000,441000,65000,0,BDI,Low income,Sub-Saharan Africa,-0.018438145,-33.999939,33.999939
Burundi,2006,1273375020,1953.999939,7364862,1810,3006.507,0,0,0,169000,461000,65000,0,BDI,Low income,Sub-Saharan Africa,0.079557977,143.999939,143.999939
Burundi,2007,1356199365,2098.000031,7607849,1953.999939,2169.7678,0,50,0,169000,461000,65000,0,BDI,Low income,Sub-Saharan Africa,0.073695034,144.000092,144.000092
Burundi,2008,1611835902,2241.999969,7862214,2098.000031,1444.0073,0,98,0,169000,461000,65000,0,BDI,Low income,Sub-Saharan Africa,0.068636766,143.999938,143.999938
Burundi,2009,1781455092,2386.000061,8126102,2241.999969,2621.4093,0,85,0,169000,461000,65000,0,BDI,Low income,Sub-Saharan Africa,0.064228409,144.000092,144.000092
Burundi,2010,2032135247,2530,8397668,2386.000061,2688.3829,0,0,0,169000,461000,65000,0,BDI,Low income,Sub-Saharan Africa,0.060352027,143.999939,143.999939
Burundi,2011,2235820868,2576.000061,8675602,2530,5145.1517,0,138,0,169000,461000,65000,0,BDI,Low income,Sub-Saharan Africa,0.018181842,46.000061,46.000061
Burundi,2012,2333308099,2622.000122,8958406,2576.000061,2190.3751,0,146,0,169000,461000,65000,0,BDI,Low income,Sub-Saharan Africa,0.017857166,46.000061,46.000061
Burundi,2013,2451625333,2667.999878,9245988,2622.000122,2383.1385,0,109,0,169000,310000,19517,0,BDI,Low income,Sub-Saharan Africa,0.017543766,45.999756,45.999756
Burundi,2014,2705783272,2713.999939,9540289,2667.999878,3734.8439,0,237,0,169000,318000,18783,0,BDI,Low income,Sub-Saharan Africa,0.017241403,46.000061,46.000061
Burundi,2015,3104394858,2760,9844297,2713.999939,1698.1628,0,10,0,169000,318000,13190,0,BDI,Low income,Sub-Saharan Africa,0.016949175,46.000061,46.000061
Burundi,2016,2959640987,2806.000061,10160030,2760,1959.1879,0,11,0,169000,318000,13190,0,BDI,Low income,Sub-Saharan Africa,0.016666689,46.000061,46.000061
Burundi,2017,3136431713,2807.875928,10485457.08,2806.000061,2205.092109,0,18.338779,0,169000,298809.1862,10459.3641,0,BDI,Low income,Sub-Saharan Africa,0.00066852,1.875867161,1.875867161
Burundi,2018,3323782828,2817.967965,10821307.63,2807.875928,2481.860577,0,30.57371046,0,169000,280776.5087,8294.033156,0,BDI,Low income,Sub-Saharan Africa,0.003594189,10.09203677,10.09203677
Burundi,2019,3522325145,2829.909065,11167915.52,2817.967965,2793.367177,0,50.97131993,0,169000,263832.0757,6576.975938,0,BDI,Low income,Sub-Saharan Africa,0.004237486,11.9410998,11.9410998
Burundi,2020,3695399886,2827.700604,11295112.79,2829.909065,2986.77341,0,63.73307532,0,143650,210723.6813,4433.080978,0,BDI,Low income,Sub-Saharan Africa,-0.0007804,-2.208461034,2.208461034
Burundi,2021,3916140317,2809.802226,11775844.65,2827.700604,3432.424954,0,124.6705902,0,152100,209654.2899,3722.114545,0,BDI,Low income,Sub-Saharan Africa,-0.006329658,-17.89837775,17.89837775
Cabo Verde,1991,319827058.6,601.8000031,337950,577.5,0,0,0,0,0,0,0,0,CPV,Lower middle income,Sub-Saharan Africa,0.042077927,24.3000031,24.3000031
Cabo Verde,1992,357160985.3,626.1999893,346230,601.8000031,0,0,0,0,0,0,0,0,CPV,Lower middle income,Sub-Saharan Africa,0.040545008,24.3999862,24.3999862
Cabo Verde,1993,490417389.7,650.5000305,355757,626.1999893,0,0,0,0,0,0,0,0,CPV,Lower middle income,Sub-Saharan Africa,0.03880556,24.3000412,24.3000412
Cabo Verde,1994,406580652.3,674.8999786,366053,650.5000305,0,0,0,0,0,0,0,0,CPV,Lower middle income,Sub-Saharan Africa,0.037509526,24.3999481,24.3999481
Cabo Verde,1995,487148993.5,699.1999817,376407,674.8999786,0,0,0,0,0,0,0,0,CPV,Lower middle income,Sub-Saharan Africa,0.03600534,24.3000031,24.3000031
Cabo Verde,1996,501979069.3,723.4999847,386284,699.1999817,0,0,0,0,0,0,0,0,CPV,Lower middle income,Sub-Saharan Africa,0.03475401,24.300003,24.300003
Cabo Verde,1997,490608657.9,747.9000092,395533,723.4999847,0,0,0,0,0,0,0,0,CPV,Lower middle income,Sub-Saharan Africa,0.033724983,24.4000245,24.4000245
Cabo Verde,1998,521910560.5,772.2000122,404259,747.9000092,0,0,0,0,0,0,0,0,CPV,Lower middle income,Sub-Saharan Africa,0.032490978,24.300003,24.300003
Cabo Verde,1999,592416703.1,796.6000366,412514,772.2000122,0,0,0,0,0,0,0,0,CPV,Lower middle income,Sub-Saharan Africa,0.031598063,24.4000244,24.4000244
Cabo Verde,2000,539227277.6,820.8999634,420452,796.6000366,0,0,0,0,0,0,0,0,CPV,Lower middle income,Sub-Saharan Africa,0.030504551,24.2999268,24.2999268
Cabo Verde,2001,563024383.3,823.8999939,428188,820.8999634,0,0,0,0,0,0,0,0,CPV,Lower middle income,Sub-Saharan Africa,0.003654563,3.0000305,3.0000305
Cabo Verde,2002,620974660.2,826.9000244,435709,823.8999939,0,0,0,0,0,0,0,0,CPV,Lower middle income,Sub-Saharan Africa,0.003641256,3.0000305,3.0000305
Cabo Verde,2003,813963830.2,829.8999786,442951,826.9000244,0,0,0,0,0,0,0,0,CPV,Lower middle income,Sub-Saharan Africa,0.003627953,2.9999542,2.9999542
Cabo Verde,2004,924318490.8,832.9000092,449930,829.8999786,0,0,0,0,0,0,0,0,CPV,Lower middle income,Sub-Saharan Africa,0.00361493,3.0000306,3.0000306
Cabo Verde,2005,971977088.2,835.8999634,456617,832.9000092,0,0,0,0,0,0,0,0,CPV,Lower middle income,Sub-Saharan Africa,0.003601818,2.9999542,2.9999542
Cabo Verde,2006,1107891063,838.8999939,463032,835.8999634,0,0,0,0,0,0,0,0,CPV,Lower middle income,Sub-Saharan Africa,0.003588983,3.0000305,3.0000305
Cabo Verde,2007,1513933983,841.9000244,469170,838.8999939,0,0,0,0,0,0,0,0,CPV,Lower middle income,Sub-Saharan Africa,0.003576148,3.0000305,3.0000305
Cabo Verde,2008,1789333749,844.8999786,475060,841.9000244,0,0,0,0,0,0,0,0,CPV,Lower middle income,Sub-Saharan Africa,0.003563314,2.9999542,2.9999542
Cabo Verde,2009,1711817182,847.9000092,480842,844.8999786,0,0,0,0,0,0,0,0,CPV,Lower middle income,Sub-Saharan Africa,0.003550752,3.0000306,3.0000306
Cabo Verde,2010,1664310770,850.8999634,486671,847.9000092,0,0,0,0,0,0,0,0,CPV,Lower middle income,Sub-Saharan Africa,0.003538099,2.9999542,2.9999542
Cabo Verde,2011,1865915544,860.5000305,492654,850.8999634,0,0,0,0,0,0,0,0,CPV,Lower middle income,Sub-Saharan Africa,0.011282251,9.6000671,9.6000671
Cabo Verde,2012,1741809809,870.1999664,498856,860.5000305,0,0,0,0,0,0,0,0,CPV,Lower middle income,Sub-Saharan Africa,0.011272441,9.6999359,9.6999359
Cabo Verde,2013,1850470042,879.8000336,505235,870.1999664,0,0,0,0,0,0,0,0,CPV,Lower middle income,Sub-Saharan Africa,0.011032024,9.6000672,9.6000672
Cabo Verde,2014,1859898513,889.4000244,511748,879.8000336,0,0,0,0,0,0,0,0,CPV,Lower middle income,Sub-Saharan Africa,0.01091156,9.5999908,9.5999908
Cabo Verde,2015,1596800287,899.0000153,518269,889.4000244,0,0,0,0,0,0,0,0,CPV,Lower middle income,Sub-Saharan Africa,0.010793783,9.5999909,9.5999909
Cabo Verde,2016,1663008687,908.6000061,524743,899.0000153,0,0,0,0,0,0,0,0,CPV,Lower middle income,Sub-Saharan Africa,0.010678521,9.5999908,9.5999908
Cabo Verde,2017,1630071640,909.7560797,531366.7925,908.6000061,0,0,0,0,0,0,0,0,CPV,Lower middle income,Sub-Saharan Africa,0.001272368,1.156073573,1.156073573
Cabo Verde,2018,1597786934,911.011201,538074.1967,909.7560797,0,0,0,0,0,0,0,0,CPV,Lower middle income,Sub-Saharan Africa,0.001379624,1.255121322,1.255121322
Cabo Verde,2019,1566141649,910.3342468,544866.2679,911.011201,0,0,0,0,0,0,0,0,CPV,Lower middle income,Sub-Saharan Africa,-0.00074308,-0.676954203,0.676954203
Cabo Verde,2020,1519771890,909.4207236,540709.1934,910.3342468,0,0,0,0,0,0,0,0,CPV,Lower middle income,Sub-Saharan Africa,-0.001003503,-0.913523148,0.913523148
Cabo Verde,2021,1489671748,908.5081172,553121.6131,909.4207236,0,0,0,0,0,0,0,0,CPV,Lower middle income,Sub-Saharan Africa,-0.001003503,-0.912606424,0.912606424
Cambodia,1991,2847671260,128042.002,8975597,129440,259035.3372,0,2567.896552,0,1.00E+05,457000,71000,18090.90909,KHM,Lower middle income,South-eastern Asia,-0.010800355,-1397.998,1397.998
Cambodia,1992,2929077497,126644.0039,9289299,128042.002,259035.3372,0,2567.222222,0,1.00E+05,630000,122000,17888.88889,KHM,Lower middle income,South-eastern Asia,-0.010918277,-1397.9981,1397.9981
Cambodia,1993,2533727592,125245.9961,9623889,126644.0039,259035.3372,0,2566.44,0,92000,630000,122000,20489.3617,KHM,Lower middle income,South-eastern Asia,-0.011038879,-1398.0078,1398.0078
Cambodia,1994,2791435272,123847.998,9970733,125245.9961,259035.3372,0,2565.521739,0,56000,630000,150000,45051.94805,KHM,Lower middle income,South-eastern Asia,-0.011162018,-1397.9981,1397.9981
Cambodia,1995,3441205693,122450,10317899,123847.998,259035.3372,0,2564.428571,0,329000,630000,190000,9000,KHM,Lower middle income,South-eastern Asia,-0.011288015,-1397.998,1397.998
Cambodia,1996,3506695720,121052.002,10656138,122450,259035.3372,0,2563.105263,0,410000,630000,140000,29000,KHM,Lower middle income,South-eastern Asia,-0.011416889,-1397.998,1397.998
Cambodia,1997,3443413389,119654.0039,10982917,121052.002,39642.0121,0,2561.470588,0,410000,630000,80000,29000,KHM,Lower middle income,South-eastern Asia,-0.01154874,-1397.9981,1397.9981
Cambodia,1998,3120425503,118255.9961,11298600,119654.0039,130193.3593,0,2559.4,0,410000,630000,90000,182000,KHM,Lower middle income,South-eastern Asia,-0.011683753,-1398.0078,1398.0078
Cambodia,1999,3517242477,116857.998,11600508,118255.9961,406661.9567,0,2556.692308,0,410000,630000,60000,181000,KHM,Lower middle income,South-eastern Asia,-0.011821795,-1397.9981,1397.9981
Cambodia,2000,3677897739,115460,11886458,116857.998,272094.2887,0,2553,0,291000,630000,26000,68000,KHM,Lower middle income,South-eastern Asia,-0.011963221,-1397.998,1397.998
Cambodia,2001,3984000517,113830,12155239,115460,226789.9505,0,2547.666667,0,143000,36000,20000,40000,KHM,Lower middle income,South-eastern Asia,-0.014117443,-1630,1630
Cambodia,2002,4284028483,112200,12405408,113830,64354.6723,0,2797.595745,0,1.00E+05,23000,5000,30000,KHM,Lower middle income,South-eastern Asia,-0.014319599,-1630,1630
Cambodia,2003,4658246918,110570,12637727,112200,130855.9313,0,3090.116883,0,1.00E+05,25000,80000,23000,KHM,Lower middle income,South-eastern Asia,-0.014527629,-1630,1630
Cambodia,2004,5337833248,108940,12856163,110570,177308.0697,0,2313,0,1.00E+05,25000,80000,21000,KHM,Lower middle income,South-eastern Asia,-0.014741793,-1630,1630
Cambodia,2005,6293046162,107310,13066469,108940,307069.2418,0,2841,0,1.00E+05,25000,80000,24000,KHM,Lower middle income,South-eastern Asia,-0.014962365,-1630,1630
Cambodia,2006,7274595707,106035.9961,13273354,107310,303140.9879,0,3551,0,1.00E+05,13000,72000,20000,KHM,Lower middle income,South-eastern Asia,-0.011872182,-1274.0039,1274.0039
Cambodia,2007,8639235842,104762.002,13477709,106035.9961,198237.2909,0,4872,0,1.00E+05,13000,72000,20000,KHM,Lower middle income,South-eastern Asia,-0.012014732,-1273.9941,1273.9941
Cambodia,2008,10351914093,103487.998,13679962,104762.002,242027.6617,0,2546,0,1.00E+05,13000,160000,21000,KHM,Lower middle income,South-eastern Asia,-0.012160936,-1274.004,1274.004
Cambodia,2009,10401851851,102214.0039,13883834,103487.998,205235.164,0,8011,0,1.00E+05,13000,110000,21000,KHM,Lower middle income,South-eastern Asia,-0.012310549,-1273.9941,1273.9941
Cambodia,2010,11242275199,100940,14093604,102214.0039,168206.5416,0,9600,0,1.00E+05,13000,1.00E+05,21000,KHM,Lower middle income,South-eastern Asia,-0.012464084,-1274.0039,1274.0039
Cambodia,2011,12829541141,99665.99609,14312212,100940,197872.3712,0,12756,0,265000,13000,1.00E+05,21000,KHM,Lower middle income,South-eastern Asia,-0.012621398,-1274.00391,1274.00391
Cambodia,2012,14054443213,98392.00195,14541423,99665.99609,271951.0817,0,17495,0,265000,9000,1.00E+05,21000,KHM,Lower middle income,South-eastern Asia,-0.012782636,-1273.99414,1273.99414
Cambodia,2013,15227991395,97117.99805,14780454,98392.00195,207167.0921,0,17070,0,265000,9000,1.00E+05,21000,KHM,Lower middle income,South-eastern Asia,-0.012948247,-1274.0039,1274.0039
Cambodia,2014,16702610842,95844.00391,15026332,97117.99805,406241.5519,0,21681,0,265000,9000,2.00E+05,21000,KHM,Lower middle income,South-eastern Asia,-0.013118002,-1273.99414,1273.99414
Cambodia,2015,18049954289,94570,15274503,95844.00391,273754.2146,2.523364486,16938,0,265000,9000,350000,21000,KHM,Lower middle income,South-eastern Asia,-0.013292474,-1274.00391,1274.00391
Cambodia,2016,20159271965,93295.99609,15521436,94570,406348.8812,9,18095,0,3.00E+05,9000,450000,21000,KHM,Lower middle income,South-eastern Asia,-0.013471544,-1274.00391,1274.00391
Cambodia,2017,22067701979,92948.591,15774530.98,93295.99609,513632.2021,9,18882.96336,0,307924.5283,9000,593214.2857,21000,KHM,Lower middle income,South-eastern Asia,-0.003723687,-347.4050878,347.4050878
Cambodia,2018,24156798495,92620.33943,16031752.97,92948.591,649240.2249,9,19705.23931,0,316058.3838,9000,782007.0862,21000,KHM,Lower middle income,South-eastern Asia,-0.003531539,-328.2515741,328.2515741
Cambodia,2019,26443664775,92236.36671,16293169.26,92620.33943,820651.1741,9,20563.32202,0,324407.0958,9000,1030883.945,21000,KHM,Lower middle income,South-eastern Asia,-0.004145663,-383.9727142,383.9727142
Cambodia,2020,28657552980,91827.48917,16227671.28,92236.36671,985451.7749,9,16094.07805,0,283029.8889,7650,1155121.823,17850,KHM,Lower middle income,South-eastern Asia,-0.004432932,-408.8775416,408.8775416
Cambodia,2021,31370494912,91531.19694,16660570.83,91827.48917,1271852.303,9,19706.02707,0,307594.7471,8100,1612317.099,18900,KHM,Lower middle income,South-eastern Asia,-0.003226618,-296.2922295,296.2922295
Cameroon,1991,12434370005,240960,11780088,243160,116316.2934,0,25821,0,2363000,773000,591000,32000,CMR,Lower middle income,Sub-Saharan Africa,-0.009047541,-2200,2200
Cameroon,1992,11396310990,238760,12137912,240960,116316.2934,674,6637,0,2290000,795000,563000,32000,CMR,Lower middle income,Sub-Saharan Africa,-0.009130146,-2200,2200
Cameroon,1993,15498179313,236560,12499499,238760,116316.2934,0,25000,0,2111000,817000,577000,32000,CMR,Lower middle income,Sub-Saharan Africa,-0.009214274,-2200,2200
Cameroon,1994,10600157684,234360,12864090,236560,116316.2934,0,24033,0,2096000,840000,579000,31000,CMR,Lower middle income,Sub-Saharan Africa,-0.009299966,-2200,2200
Cameroon,1995,9643953175,232160,13230984,234360,116316.2934,72.46753247,28864,0,2447000,864000,647000,31000,CMR,Lower middle income,Sub-Saharan Africa,-0.009387267,-2200,2200
Cameroon,1996,10513387442,229960,13599988,232160,116316.2934,35,8197,0,2700000,888000,676000,31000,CMR,Lower middle income,Sub-Saharan Africa,-0.009476223,-2200,2200
Cameroon,1997,10833497458,227760,13970813,229960,142377.6505,0,35897,0,2820000,913000,685000,31000,CMR,Lower middle income,Sub-Saharan Africa,-0.009566881,-2200,2200
Cameroon,1998,10612847429,225560,14344449,227760,138082.9201,0,13141,0,2317000,938000,560000,61000,CMR,Lower middle income,Sub-Saharan Africa,-0.00965929,-2200,2200
Cameroon,1999,11198378749,223360,14723768,225560,324706.5076,0,14702,0,2016000,91000,588000,59000,CMR,Lower middle income,Sub-Saharan Africa,-0.009753502,-2200,2200
Cameroon,2000,10083937740,221160,15112592,223360,237548.6576,0,11433,0,1767000,65000,6.00E+05,53000,CMR,Lower middle income,Sub-Saharan Africa,-0.00984957,-2200,2200
Cameroon,2001,10371327756,218960,15513945,221160,186324.0658,0,11528,0,1809000,85000,1154000,70000,CMR,Lower middle income,Sub-Saharan Africa,-0.009947549,-2200,2200
Cameroon,2002,11579343088,216760,15928910,218960,58271.245,1,11054,0,1190000,80000,8.00E+05,55000,CMR,Lower middle income,Sub-Saharan Africa,-0.010047497,-2200,2200
Cameroon,2003,14548845765,214560,16357602,216760,58515.956,0,4113,0,1250000,50000,652300,53200,CMR,Lower middle income,Sub-Saharan Africa,-0.010149474,-2200,2200
Cameroon,2004,17430933517,212360,16800865,214560,126457.5742,0,12267,0,1400000,250000,658100,49900,CMR,Lower middle income,Sub-Saharan Africa,-0.010253542,-2200,2200
Cameroon,2005,17944084201,210160,17259322,212360,119084.0489,0,7623,0,1450000,350000,702000,47300,CMR,Lower middle income,Sub-Saharan Africa,-0.010359766,-2200,2200
Cameroon,2006,19356046328,207960,17733410,210160,122497.1214,0,32893,0,1450000,350000,660000,68000,CMR,Lower middle income,Sub-Saharan Africa,-0.010468215,-2200,2200
Cameroon,2007,22365265026,205760,18223674,207960,72780.0251,0,3209,0,1946000,350000,601000,61000,CMR,Lower middle income,Sub-Saharan Africa,-0.010578957,-2200,2200
Cameroon,2008,26409781215,203560,18730282,205760,75680.0635,0,12266,0,2544000,350000,773000,85000,CMR,Lower middle income,Sub-Saharan Africa,-0.010692068,-2200,2200
Cameroon,2009,26017925552,201360,19252666,203560,166079.2734,0,9465,0,1816000,350000,860000,79000,CMR,Lower middle income,Sub-Saharan Africa,-0.010807624,-2200,2200
Cameroon,2010,26143818510,199160,19789919,201360,112717.2724,18,6052,0,1525000,350000,860000,62000,CMR,Lower middle income,Sub-Saharan Africa,-0.010925705,-2200,2200
Cameroon,2011,29337006833,196960,20341241,199160,144355.8154,0,4078,0,1998000,350000,912000,53000,CMR,Lower middle income,Sub-Saharan Africa,-0.011046395,-2200,2200
Cameroon,2012,29104437355,194760,20906388,196960,138034.1172,0,5003,0,2091000,350000,993000,55000,CMR,Lower middle income,Sub-Saharan Africa,-0.011169781,-2200,2200
Cameroon,2013,32348149947,192560,21485266,194760,93247.7303,0,3938,0,1580000,475000,993000,38000,CMR,Lower middle income,Sub-Saharan Africa,-0.011295954,-2200,2200
Cameroon,2014,34942948737,190360,22077298,192560,192825.7448,0,189,0,2200000,5.00E+05,1.00E+06,33000,CMR,Lower middle income,Sub-Saharan Africa,-0.01142501,-2200,2200
Cameroon,2015,30916218544,188160,22681858,190360,89589.9462,26,2538,0,2747000,5.00E+05,1.00E+06,29147,CMR,Lower middle income,Sub-Saharan Africa,-0.01155705,-2200,2200
Cameroon,2016,32621535419,185960,23298368,188160,120588.8059,10.12987013,2224,0,3071171,5.00E+05,1.00E+06,37000,CMR,Lower middle income,Sub-Saharan Africa,-0.011692177,-2200,2200
Cameroon,2017,33428331575,183954.896,23935675.57,185960,143900.7359,10.12987013,7049.060254,0,3439437.623,540977.4436,1001409.869,36264.39965,CMR,Lower middle income,Sub-Saharan Africa,-0.010782448,-2005.10403,2005.10403
Cameroon,2018,34255081423,182456.328,24590416.17,183954.896,171719.2705,10.12987013,22342.28888,0,3851863.397,585313.189,1002821.726,35543.42384,CMR,Lower middle income,Sub-Saharan Africa,-0.008146388,-1498.567957,1498.567957
Cameroon,2019,35102278456,180801.3707,25263066.65,182456.328,204915.6155,10.12987013,70814.81139,0,4313743.483,633282.4654,1004235.573,34836.78182,CMR,Lower middle income,Sub-Saharan Africa,-0.00907043,-1654.957351,1654.957351
Cameroon,2020,35610724092,179197.8127,25435034.59,180801.3707,232302.9262,10.12987013,168337.8616,0,4106356.789,582405.5996,854803.7018,29022.56032,CMR,Lower middle income,Sub-Saharan Africa,-0.008869169,-1603.557912,1603.557912
Cameroon,2021,36491448894,177495.3778,26397429.61,179197.8127,283047.1781,10.12987013,626036.5001,0,4869268.29,667203.4428,906362.3257,30118.82841,CMR,Lower middle income,Sub-Saharan Africa,-0.009500311,-1702.434952,1702.434952
Canada,1991,6.10E+11,3482259.063,27691138,3482730,1354053.695,1926,548,13698894.74,6564000,1257000,1204000,501000,CAN,High income,Northern America,-0.000135221,-470.937,470.937
Canada,1992,5.92E+11,3481788.125,28037420,3482259.063,1354053.695,5317,923,13698764.71,6432000,1728000,1003000,501000,CAN,High income,Northern America,-0.000135239,-470.938,470.938
Canada,1993,5.77E+11,3481316.875,28371264,3481788.125,1354053.695,3156,645,13698600,7418000,1707000,806000,501000,CAN,High income,Northern America,-0.000135347,-471.25,471.25
Canada,1994,5.78E+11,3480845.938,28684764,3481316.875,1354053.695,5222,99,13698384.62,9208000,1271000,1123000,501000,CAN,High income,Northern America,-0.000135276,-470.937,470.937
Canada,1995,6.04E+11,3480375,29000663,3480845.938,1354053.695,27730,57,13698090.91,11237000,1153000,1002000,501000,CAN,High income,Northern America,-0.000135294,-470.938,470.938
Canada,1996,6.29E+11,3479904.063,29302311,3480375,1354053.695,12291,238,13697666.67,12282000,2251000,1093000,501000,CAN,High income,Northern America,-0.000135312,-470.937,470.937
Canada,1997,6.53E+11,3479433.125,29610218,3479904.063,916948.1235,43767,322,14092489.36,12282000,2251000,1.00E+06,501000,CAN,High income,Northern America,-0.000135331,-470.938,470.938
Canada,1998,6.32E+11,3478961.875,29905948,3479433.125,472731.8925,34184,167,14005298.7,12282000,2251000,835000,501000,CAN,High income,Northern America,-0.000135439,-471.25,471.25
Canada,1999,6.76E+11,3478490.938,30155173,3478961.875,2064930.79,30987,603,13679000,14509000,2947000,1027000,501000,CAN,High income,Northern America,-0.000135367,-470.937,470.937
Canada,2000,7.42E+11,3478020,30401286,3478490.938,869310.0991,38413,1050,13721000,15163000,2750000,1050700,501000,CAN,High income,Northern America,-0.000135386,-470.938,470.938
Canada,2001,7.36E+11,3477568.125,30685730,3478020,401289.0201,36858,224,15246000,17018000,3181000,1083000,6.00E+05,CAN,High income,Northern America,-0.000129923,-451.875,451.875
Canada,2002,7.58E+11,3477115.938,31020902,3477568.125,159839.1038,30273,1664,13744000,15900000,3407000,1094000,6.00E+05,CAN,High income,Northern America,-0.00013003,-452.187,452.187
Canada,2003,8.92E+11,3476664.063,31360079,3477115.938,1775910.754,19927,337,15024000,15665000,3049000,1731000,7.00E+05,CAN,High income,Northern America,-0.000129957,-451.875,451.875
Canada,2004,1.02E+12,3476211.875,31644028,3476664.063,1280826.254,20165,320,15958000,16100000,3131000,1760000,7.00E+05,CAN,High income,Northern America,-0.000130064,-452.188,452.188
Canada,2005,1.17E+12,3475760,31940655,3476211.875,867318.7806,13643,443,16197000,17383000,3349000,1816000,860000,CAN,High income,Northern America,-0.000129991,-451.875,451.875
Canada,2006,1.32E+12,3475211.875,32243753,3475760,831630.5504,15104,677,13609000,17944000,3601000,1717000,880000,CAN,High income,Northern America,-0.000157699,-548.125,548.125
Canada,2007,1.46E+12,3474664.063,32571174,3475211.875,1537462.184,17775,506,14624000,14462000,2987000,1642000,9.00E+05,CAN,High income,Northern America,-0.000157634,-547.812,547.812
Canada,2008,1.55E+12,3474115.938,32889025,3474664.063,981921.6763,29380,882,12934000,9069000,2259000,1401000,6.00E+05,CAN,High income,Northern America,-0.000157749,-548.125,548.125
Canada,2009,1.37E+12,3473568.125,33247118,3474115.938,896000.821,51439,513,12544000,7432000,2083000,1110700,5.00E+05,CAN,High income,Northern America,-0.000157684,-547.813,547.813
